Fiscal Year,Service,Department,Program,Fund,Fund Type,Expense Type,Description,Approved Amount
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"195,084"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"2,467,507"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"3,061,669"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"10,251,540"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"8,751,238"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Taxes and Fees,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"29,401,770"
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Supply & Transmssn Systm,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2019,"Utilities, Transportation & Environment",Seattle Public Utilities,Water System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,105,315"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Capital Purchases,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"11,151"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"17,664"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"8,920,783"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"4,884,787"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"590,281"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Debt Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"15,449,500"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"11,789,867"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"2,473,695"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"78,591"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"34,253"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,DWW System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,DWW System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,11
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"12,313"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"13,620"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,"-2,198,921"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"594,816"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"112,171,116"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"688,103"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"266,923"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"89,012"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"123,584"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"79,126"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"2,559,624"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"3,460,504"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"9,944,734"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"9,311,832"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Taxes and Fees,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"29,876,585"
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Wastewater System,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Supply & Transmssn Systm,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2020,"Utilities, Transportation & Environment",Seattle Public Utilities,Water System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"225,023"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,191,521"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Capital Purchases,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"11,374"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"15,666"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"7,789,559"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"4,425,594"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"495,801"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Debt Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"15,445,125"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"9,468,043"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"2,581,046"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"48,750"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Divisional Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"31,173"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Emergency Response,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,90
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"116,848"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Engineering,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"9,835"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Indirect Cost Recovery Offset,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,"-2,082,543"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"417,626"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Major Contracts,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"118,199,112"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"689,500"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Paid Time Off Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,433"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"42,452"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Pooled Benefits Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"114,995"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"91,147"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Pre-Capital Planning,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"273,919"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"2,374,422"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"3,609,215"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Budget Carryforward,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Indirect,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"12,186,856"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Solid Waste Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"10,247,131"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Taxes and Fees,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"30,975,704"
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Facilities & Equip,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Water Supply & Transmssn Systm,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2021,"Utilities, Transportation & Environment",Seattle Public Utilities,Water System Operations,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,0
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"335,238"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Budget Reserves,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"1,657,231"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Capital Purchases,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"11,602"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"14,606"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Citywide Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"8,878,050"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"4,563,842"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Customer Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"406,135"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Debt Service,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"14,723,965"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Labor,"9,883,600"
2022,"Utilities, Transportation & Environment",Seattle Public Utilities,Departmental Indirect Costs,45010 - Solid Waste Fund,Solid Waste Fund,Expenditures,Non-Labor,"2,961,381"
